19.139,-18.546,-0.46163,-0.34113,4.2064,17.694,4.5876,-0.37964,0.36914,0.17473,0.10587,0.080408,38.522,-26.316,-0.1208,-0.30769,7.2415,52.439,4.4411,0.39864,0.69358,0.282,0.16635,0.15302,75.355,-39.772,0.68425,0.29702,10.028,100.56,9.3829,1.0046,1.0116,0.29589,0.14844,0.11712,20.797,-14.677,0.34526,0.036207,2.8022,7.8523,11.82,1.6556,0.24436,0.085752,0.051437,0.045106,62.939,-97.846,-0.5244,-0.070367,14.327,205.27,6.2331,-0.42147,1.3808,0.38016,0.2679,0.21481,26.633,-28.023,-0.033392,-0.069563,6.7462,45.511,3.7299,-0.069798,0.62269,0.28925,0.16645,0.13252,18.546,-19.139,0.46163,0.34113,4.2064,17.694,4.5876,0.37964,0.36914,0.17473,0.10587,0.080408,29.047,-29.927,0.44097,0.035758,7.2981,53.262,3.7958,0.093108,0.66435,0.24846,0.16662,0.17254,24.685,-31.252,-0.19172,-0.054522,7.0424,49.596,4.4555,-0.27216,0.69079,0.26238,0.16966,0.15283,1
13.445,-16.99,-0.00045174,-0.054504,3.6801,13.543,3.7801,0.038259,0.34913,0.15383,0.10367,0.081185,24.463,-20.609,-0.056015,-0.031551,6.2331,38.852,3.5452,0.16834,0.5814,0.2528,0.14658,0.15301,41.812,-33.212,-0.034936,0.001229,7.2635,52.759,7.0086,0.062442,0.76418,0.26149,0.15582,0.12842,6.4991,-6.7551,0.002371,0.055528,1.6909,2.8592,3.7212,-0.13895,0.15578,0.064688,0.04371,0.039863,36.975,-54.099,0.038525,0.0019206,10.563,111.57,4.5392,-0.12542,1.1044,0.35365,0.20851,0.17574,25.544,-25.81,0.046408,-0.087703,6.1562,37.898,4.0169,-0.0092906,0.59537,0.26276,0.17171,0.14392,16.99,-13.445,0.00045174,0.054504,3.6801,13.543,3.7801,-0.038259,0.34913,0.15383,0.10367,0.081185,20.854,-24.086,-0.0033493,0.10251,5.9547,35.458,3.5374,-0.054379,0.55877,0.25599,0.14018,0.12358,31.855,-32.606,0.0069133,0.11909,7.1541,51.181,4.2398,-0.21826,0.68706,0.27241,0.15129,0.14551,1
19.737,-17.382,-0.0093404,-0.088329,4.212,17.741,4.2412,0.15876,0.39837,0.18366,0.11324,0.094124,22.687,-26.865,0.006608,0.058791,6.2444,38.993,3.5759,-0.12952,0.59068,0.2634,0.18674,0.14524,55.202,-31.641,-0.060376,0.24772,7.663,58.722,8.543,0.52558,0.78545,0.28216,0.1663,0.1094,6.3349,-5.9437,0.00071842,-0.041077,1.5559,2.4207,3.4246,0.17596,0.14152,0.068327,0.048587,0.038821,43.915,-66.83,0.10656,0.065704,10.835,117.4,6.223,-0.16446,1.1256,0.35928,0.20126,0.15811,27.594,-26.481,-0.0036945,-0.069563,5.8365,34.065,4.3658,-0.028286,0.56406,0.26124,0.16276,0.11587,17.382,-19.737,0.0093404,0.088329,4.212,17.741,4.2412,-0.15876,0.39837,0.18366,0.11324,0.094124,37.45,-26.348,-0.036935,0.11085,6.302,39.716,4.7576,0.21227,0.61513,0.23748,0.14059,0.13098,26.403,-23.11,-0.0043524,-0.054522,6.0895,37.082,3.9641,0.12116,0.58234,0.26622,0.17652,0.13353,1
22.785,-20.148,-0.0066553,0.0060251,4.6236,21.378,3.9931,0.091459,0.4365,0.19128,0.12521,0.098631,28.407,-24.642,0.025859,0.23947,7.5054,56.33,3.1736,-0.14354,0.68548,0.31595,0.20339,0.17345,33.221,-41.856,0.064757,0.31016,8.2879,68.689,5.3805,-0.27889,0.82802,0.23616,0.16494,0.1195,8.9432,-11.779,-0.035431,0.036207,2.4454,5.9799,5.064,-0.38872,0.23263,0.072145,0.050877,0.045368,45.139,-40.432,-0.1,0.040191,11.334,128.47,3.9489,0.046107,1.1379,0.34764,0.20721,0.19233,35.739,-47.161,-0.028596,0.021137,7.913,62.616,6.6194,-0.27382,0.76592,0.28652,0.15443,0.14577,20.148,-22.785,0.0066553,-0.0060251,4.6236,21.378,3.9931,-0.091459,0.4365,0.19128,0.12521,0.098631,30.716,-32.939,0.041749,0.027414,6.1908,38.327,4.1031,-0.0075129,0.6121,0.27438,0.16778,0.15518,44.632,-30.141,0.03754,0.11909,8.0522,64.838,4.3174,0.17783,0.75108,0.29708,0.17807,0.17897,1
16.539,-19.013,0.048373,-0.034921,4.2547,18.102,3.9669,-0.021586,0.4313,0.18086,0.10502,0.079978,34.663,-31.672,0.0080828,-0.17984,7.458,55.622,4.8386,-0.074249,0.71859,0.35409,0.1887,0.15047,40.064,-25.075,0.0072271,-0.11051,8.1801,66.913,5.0198,0.46907,0.83373,0.26886,0.14034,0.13067,6.3735,-7.3541,0.02487,0.016886,1.8152,3.295,3.6443,0.0097744,0.16124,0.073933,0.051079,0.041148,42.044,-69.203,-0.034197,-0.317,12.163,147.95,5.4376,-0.44448,1.2621,0.35891,0.1923,0.17101,41.163,-39.343,0.070427,0.11184,8.0342,64.549,5.5845,0.12165,0.77322,0.32442,0.20777,0.15548,19.013,-16.539,-0.048373,0.034921,4.2547,18.102,3.9669,0.021586,0.4313,0.18086,0.10502,0.079978,31.309,-20.966,-0.021612,0.14005,6.6117,43.715,3.7826,0.11994,0.67221,0.2694,0.16137,0.11965,38.122,-35.228,-0.10364,-0.29757,7.4403,55.358,4.0693,0.073475,0.71274,0.34218,0.20094,0.15717,1
20.153,-21.498,-0.025373,0.043411,4.9284,24.289,3.7927,0.023659,0.48787,0.18898,0.11634,0.095097,32.976,-43.965,-0.020067,-0.28042,7.8131,61.045,4.2841,0.20777,0.7399,0.32888,0.18833,0.15986,32.978,-38.136,-0.033493,-0.17624,7.9219,62.756,5.0415,0.0025363,0.81049,0.23975,0.16526,0.12706,14.981,-7.9434,0.0092799,-0.060398,2.2788,5.1928,8.567,0.98407,0.21023,0.080946,0.052592,0.049406,40.003,-39.106,0.078382,0.75456,11.401,129.97,3.4055,-0.17946,1.0977,0.36224,0.22674,0.18502,38.786,-48.123,-0.05952,0.16626,8.8079,77.579,6.2364,-0.34287,0.88194,0.29855,0.18385,0.1474,21.498,-20.153,0.025373,-0.043411,4.9284,24.289,3.7927,-0.023659,0.48787,0.18898,0.11634,0.095097,24.609,-23.085,-0.019455,0.094166,6.657,44.315,3.202,-0.092504,0.62418,0.29113,0.17881,0.1399,52.584,-59.481,0.069572,-0.15869,9.4161,88.662,8.3358,0.25628,0.94125,0.34469,0.18911,0.15737,1
14.054,-17.855,0.012765,0.025608,4.3715,19.11,3.4875,-0.17409,0.41914,0.16512,0.11998,0.10273,42.177,-34.467,0.024219,-0.080983,7.5245,56.619,5.1495,0.17416,0.7163,0.2748,0.17949,0.19694,19.089,-24.549,0.0006368,-0.18282,6.605,43.626,3.4747,0.027575,0.66016,0.22281,0.15085,0.11172,20.034,-10.445,-0.014498,-0.021756,2.3141,5.355,8.1175,0.44314,0.22165,0.088474,0.053453,0.048397,36.312,-32.795,-0.010091,-0.58063,10.279,105.66,3.0546,0.067301,1.032,0.28885,0.2024,0.1843,99.773,-99.785,0.13731,0.39301,11.64,135.48,20.593,-0.83667,1.0376,0.61086,0.3187,0.19799,17.855,-14.054,-0.012765,-0.025608,4.3715,19.11,3.4875,0.17409,0.41914,0.16512,0.11998,0.10273,22.422,-29.777,-0.0037348,0.094166,5.8904,34.697,3.9071,0.01746,0.54765,0.21907,0.16034,0.16656,86.403,-99.584,0.11704,-0.21077,11.677,136.34,18.293,0.93787,1.1479,0.44571,0.28903,0.22139,1
17.519,-22.445,-0.0097886,-0.042042,4.2336,17.923,3.7639,-0.05088,0.38083,0.2193,0.11748,0.093275,32.117,-29.006,-0.03711,0.14061,7.2407,52.428,4.0026,0.015396,0.68574,0.33943,0.198,0.16808,31.111,-24.858,0.013751,-0.17624,7.0531,49.747,3.6288,0.21492,0.73496,0.2221,0.14796,0.12246,8.5954,-9.3248,0.0099888,-0.012095,2.1804,4.7542,3.298,0.076758,0.20126,0.088235,0.05537,0.047726,31.251,-44.047,-0.045922,0.0061728,9.954,99.082,3.4832,-0.20454,1.0517,0.31466,0.18939,0.17905,74.051,-75.133,0.034019,-0.051423,9.6187,92.52,12.5,-0.3535,0.96658,0.36366,0.19934,0.1807,22.445,-17.519,0.0097886,0.042042,4.2336,17.923,3.7639,0.05088,0.38083,0.2193,0.11748,0.093275,21.404,-23.569,0.04197,0.10251,5.9146,34.982,3.1424,0.10079,0.55057,0.26012,0.16721,0.15558,80.778,-72.692,-0.0074893,-0.30625,10.183,103.69,13.933,0.67898,1.0054,0.39188,0.23846,0.1868,1
14.068,-28.882,0.02858,0.18583,4.5688,20.874,5.1144,-0.50165,0.4409,0.20126,0.13911,0.098068,39.33,-35.923,0.010587,-0.14064,7.4099,54.906,5.1443,0.13962,0.70943,0.30561,0.19068,0.14423,62.366,-39.102,-0.062438,-0.064501,7.6867,59.085,9.1449,0.53603,0.80807,0.30085,0.16029,0.12198,7.3782,-6.8518,-0.0019941,-0.012095,1.9462,3.7877,3.2276,0.018767,0.18645,0.08093,0.051619,0.045653,37.604,-55.154,0.054275,0.21453,10.474,109.71,4.4641,-0.24799,1.0664,0.39207,0.22014,0.17827,68.155,-36.694,-0.0016537,-0.033283,8.0169,64.271,9.0412,0.69115,0.79234,0.33813,0.18687,0.15456,28.882,-14.068,-0.02858,-0.18583,4.5688,20.874,5.1144,0.50165,0.4409,0.20126,0.13911,0.098068,33.937,-22.635,-0.020478,-0.022649,6.151,37.835,4.6741,0.27146,0.581,0.29149,0.17175,0.16139,41.421,-78.977,-0.007291,0.13645,8.5872,73.74,9.1247,-0.60288,0.84973,0.35367,0.22914,0.16027,1
19.548,-15.598,-0.0014918,-0.056284,4.395,19.316,3.3606,0.13141,0.4215,0.18486,0.11291,0.098569,39.477,-26.831,0.010161,0.026405,7.8371,61.421,3.1744,0.23162,0.70563,0.30825,0.20101,0.19421,36.284,-23.05,0.040025,-0.334,6.5343,42.697,4.224,0.37777,0.66007,0.25465,0.15122,0.1287,7.5328,-8.4651,0.0030441,-0.031416,2.2576,5.0969,3.2033,0.043754,0.20881,0.081368,0.057967,0.052974,36.618,-33.051,0.0087789,0.49093,9.8939,97.89,2.9611,-0.26381,0.95291,0.3425,0.21213,0.20293,99.628,-92.439,-0.10315,0.43836,11.954,142.9,14.984,-0.56024,1.1945,0.39313,0.23535,0.17276,15.598,-19.548,0.0014918,0.056284,4.395,19.316,3.3606,-0.13141,0.4215,0.18486,0.11291,0.098569,23.999,-26.172,-0.047515,-0.18953,6.0141,36.17,3.6556,0.18427,0.53698,0.25718,0.17037,0.17619,83.104,-99.966,0.10323,-0.26285,12.721,161.83,10.433,0.31162,1.2267,0.40042,0.233,0.21705,1
